2015-07-06,1.0000,1.0000,0%,场内买入,场内卖出
2015-07-10,1.0000,1.0000,0%,场内买入,场内卖出
2015-07-17,1.0000,1.0000,0%,场内买入,场内卖出
2015-07-24,1.0010,1.0010,0%,场内买入,场内卖出
2015-07-31,1.0010,1.0010,0%,场内买入,场内卖出
2015-08-07,1.0030,1.0030,0%,场内买入,场内卖出
2015-08-14,1.0030,1.0030,0%,场内买入,场内卖出
2015-08-21,1.0030,1.0030,0%,场内买入,场内卖出
2015-08-28,1.0040,1.0040,0%,场内买入,场内卖出
2015-09-02,1.0040,1.0040,0%,场内买入,场内卖出
2015-09-11,1.0040,1.0040,0%,场内买入,场内卖出
2015-09-18,100.5100,1.0050,0%,场内买入,场内卖出
2015-09-23,100.5110,1.0051,0%,场内买入,场内卖出
2015-09-25,102.4120,1.0240,0%,场内买入,场内卖出
2015-09-29,102.4690,1.0250,0%,场内买入,场内卖出
2015-09-30,102.5010,1.0250,0.03%,场内买入,场内卖出
2015-10-09,102.5810,1.0260,0%,场内买入,场内卖出
2015-10-16,102.6700,1.0270,0%,场内买入,场内卖出
2015-10-23,102.8260,1.0280,0%,场内买入,场内卖出
2015-10-30,102.9970,1.0300,0%,场内买入,场内卖出
2015-11-06,103.0040,1.0300,0%,场内买入,场内卖出
2015-11-13,102.8030,1.0280,0%,场内买入,场内卖出
2015-11-20,102.6070,1.0260,0%,场内买入,场内卖出
2015-11-27,103.0880,1.0310,0%,场内买入,场内卖出
2015-12-04,103.4400,1.0340,0%,场内买入,场内卖出
2015-12-11,103.5850,1.0360,0%,场内买入,场内卖出
2015-12-18,103.8620,1.0390,0%,场内买入,场内卖出
2015-12-25,104.2710,1.0430,0%,场内买入,场内卖出
2015-12-31,104.6000,1.0460,0%,场内买入,场内卖出
2016-01-08,104.5840,1.0460,0%,场内买入,场内卖出
2016-01-13,,,0%,场内买入,场内卖出
2016-01-15,100.9520,1.0480,0%,场内买入,场内卖出
2016-01-22,101.0980,1.0500,0%,场内买入,场内卖出
2016-01-29,100.6540,1.0450,0%,场内买入,场内卖出
2016-02-05,100.7540,1.0460,0%,场内买入,场内卖出
2016-02-19,101.1450,1.0500,0%,场内买入,场内卖出
2016-02-26,101.4460,1.0530,0%,场内买入,场内卖出
2016-03-04,101.7690,1.0560,0%,场内买入,场内卖出
2016-03-11,102.2740,1.0620,0%,场内买入,场内卖出
2016-03-18,102.7170,1.0660,0%,场内买入,场内卖出
2016-03-25,102.9440,1.0680,0%,场内买入,场内卖出
2016-04-01,103.1140,1.0700,0%,场内买入,场内卖出
2016-04-08,103.2670,1.0710,0%,场内买入,场内卖出
2016-04-15,102.8950,1.0680,0%,场内买入,场内卖出
2016-04-22,102.4240,1.0630,0%,场内买入,场内卖出
2016-04-29,102.1750,1.0610,0%,场内买入,场内卖出
2016-05-06,102.5550,1.0640,0%,场内买入,场内卖出
2016-05-13,103.0150,1.0690,0%,场内买入,场内卖出
2016-05-20,102.9850,1.0690,0%,场内买入,场内卖出
2016-05-27,103.5740,1.0750,0%,场内买入,场内卖出
2016-06-03,104.0010,1.0790,0%,场内买入,场内卖出
2016-06-08,104.2600,1.0810,0%,场内买入,场内卖出
2016-06-17,104.6240,1.0850,0%,场内买入,场内卖出
2016-06-24,104.8690,1.0870,0%,场内买入,场内卖出
2016-06-30,105.2390,1.0910,0%,场内买入,场内卖出
2016-07-01,105.3660,1.0920,0.12%,场内买入,场内卖出
2016-07-08,105.9460,1.0980,0%,场内买入,场内卖出
2016-07-15,106.1450,1.1000,0%,场内买入,场内卖出
2016-07-22,106.5620,1.1040,0%,场内买入,场内卖出
2016-07-29,106.8890,1.1080,0%,场内买入,场内卖出
2016-08-05,107.2840,1.1120,0%,场内买入,场内卖出
2016-08-12,107.8600,1.1170,0%,场内买入,场内卖出
